,station,do,ph,co,bod,na,tc,wqi
756,3369.0,7.6,7.0,42.0,1.3,3.01,27.0,94.18
757,3370.0,7.7,7.1,45.0,1.4,2.89,22.0,94.18
758,3371.0,8.3,7.0,59.0,1.7,2.86,33.0,94.18
759,3375.0,6.9,2.6,1072.0,3.2,1.17,21.0,72.10000000000001
760,3376.0,7.7,6.3,250.0,2.1,3.88,326.0,71.52
761,3381.0,8.8,7.3,37.0,1.5,1.62,35.0,94.18
762,3382.0,7.3,7.3,72.0,2.0,1.65,36.0,94.18
763,3377.0,7.5,7.0,38.0,1.7,2.2,40.0,94.18
764,3378.0,7.8,7.1,44.0,1.6,2.62,33.0,94.18
765,1631.0,7.0,7.0,100.0,2.4,3.03,2600.0,82.75999999999999
766,3379.0,7.5,6.3,52.0,1.7,0.82,21.0,77.68
767,3367.0,6.4,6.9,61.0,2.6,3.88,538.0,79.64000000000001
768,3368.0,7.5,7.1,39.0,1.4,2.88,22.0,94.18
769,3372.0,8.0,7.1,41.0,1.4,3.35,25.0,94.18
770,1633.0,7.9,7.3,93.0,1.7,5.02,418.0,88.38
771,3353.0,7.5,6.9,69.0,1.9,4.92,49.0,90.88000000000001
772,3354.0,7.9,7.2,46.0,1.7,2.72,45.0,94.18
773,3355.0,8.0,7.2,42.0,1.4,2.47,31.0,94.18
774,3356.0,7.7,7.1,101.0,1.5,3.42,43.0,94.0
775,3350.0,7.2,7.1,49.0,1.6,2.86,40.0,94.18
776,3351.0,8.2,7.1,49.0,1.2,2.81,32.0,94.18
777,3352.0,7.8,7.1,58.0,1.5,2.97,43.0,94.18
778,3359.0,3.9,7.1,235.0,16.9,16.61,23000.0,44.94
779,3360.0,4.9,7.1,182.0,14.2,11.61,15500.0,50.739999999999995
780,3361.0,2.7,7.1,281.0,35.4,14.84,62667.0,33.699999999999996
781,3362.0,2.5,7.1,382.0,37.2,11.81,87167.0,33.339999999999996
782,3357.0,8.0,7.0,48.0,1.4,3.8,41.0,94.18
783,3358.0,8.4,7.1,48.0,1.2,3.08,45.0,94.18
784,3363.0,6.8,6.6,49.0,1.9,3.07,38.0,84.28
785,3364.0,2.1,7.0,286.0,45.6,10.61,84500.0,33.699999999999996
786,3365.0,4.0,7.1,194.0,22.4,10.47,45250.0,45.12
787,1427.0,7.7,7.2,107.0,6.6,3.02,425.0,79.02
788,3366.0,7.6,7.1,51.0,2.0,2.6,81.0,88.56
789,3373.0,7.7,7.1,46.0,1.6,3.93,22.0,94.18
790,3374.0,7.7,7.1,49.0,1.9,3.89,26.0,94.18
791,2050.0,6.5,7.4,297.0,1.0,0.13,438.0,88.02
792,2051.0,6.3,7.5,287.0,0.9,0.14,204.0,88.02
793,2052.0,6.5,7.2,375.0,1.1,0.17,625.0,82.03999999999999
794,2053.0,6.9,6.9,349.0,1.1,0.18,503.0,78.74000000000001
795,1403.0,6.6,7.8,165.0,1.6,0.516,316.0,88.2
796,1404.0,6.4,8.0,155.0,3.9,0.5,516.0,77.9
797,1726.0,6.5,8.0,168.0,4.2,0.99,616.0,77.9
798,1393.0,6.7,7.7,218.0,5.0,1.31,468.0,83.52000000000001
799,2459.0,4.2,7.9,4909.0,18.0,7.0,468.0,67.06
800,2460.0,4.6,8.0,23576.0,158.8,6.88,46.0,58.64
801,2461.0,4.8,7.8,65700.0,164.0,3.42,468.0,53.019999999999996
802,2462.0,6.7,8.5,235.0,1.8965,3.1,468.0,88.02
803,2463.0,6.7,8.3,262.0,1.8965,0.516,468.0,88.02
804,2464.0,6.8,7.8,227.0,1.8965,0.516,468.0,88.02
805,2465.0,6.8,8.5,249.0,1.8965,0.11,468.0,88.02
806,2466.0,4.2,8.2,2754.0,42.0,0.516,468.0,67.06
807,1150.0,7.1,7.3,212.0,1.4,0.84,6.0,93.82000000000001
808,1246.0,5.0,8.3,12771.0,4.1,1.48,30.0,77.36
809,1860.0,6.7,8.0,304.0,1.5,0.18,3550.0,82.03999999999999
810,1861.0,5.8,7.7,1315.0,2.5,0.22,6800.0,76.42000000000002
811,1862.0,5.9,7.6,36593.0,3.9,0.07,3200.0,71.74000000000001
812,1865.0,7.6,7.7,1291.0,10.0,0.34,77.0,78.3
813,1148.0,6.0,7.7,18865.0,3.6,3.12,2450.0,77.36000000000001
814,1435.0,4.3,8.4,605.0,6.5,1.68,15.0,72.68
815,1149.0,3.7,8.2,600.0,4.3,1.66,20.0,71.74000000000001
816,1438.0,4.6,7.2,729.0,4.0,0.33,2300.0,66.12
817,2082.0,6.2,8.4,2670.0,1.3,0.24,468.0,87.66
818,1399.0,6.8,6.5,43.0,1.1,0.42,178.0,78.66000000000001
819,1475.0,6.6,7.0,59.0,1.1,0.27,113.0,88.56
820,1400.0,6.0,6.2,106.0,1.5,0.28,166.0,71.88
821,1476.0,5.9,6.6,516.0,1.1,0.18,169.0,72.14
822,1543.0,7.3,6.1,87.0,0.9,0.33,169.0,71.88
823,1548.0,7.3,5.9,74.0,1.5,0.22,163.0,72.06
824,2276.0,6.7,6.3,127.0,2.0,0.44,149.0,71.88
825,2275.0,6.8,6.2,226.0,1.6,0.18,151.0,71.52
826,1546.0,7.1,5.9,93.0,1.8,0.28,131.0,71.88
827,2270.0,7.4,6.2,76.0,1.3,0.41,133.0,71.88
828,2272.0,7.3,6.2,113.0,1.2,0.33,137.0,71.88
829,1545.0,7.3,5.9,100.0,1.3,0.27,173.0,71.88
830,2274.0,6.0,5.9,273.0,1.8,0.31,171.0,71.52
831,2271.0,6.1,6.5,201.0,2.0,0.43,149.0,78.30000000000001
832,2273.0,6.2,6.3,245.0,1.8,0.31,135.0,71.52
833,1547.0,7.0,6.5,75.0,0.9,0.22,166.0,78.66000000000001
834,1544.0,7.3,6.0,74.0,1.6,0.11,181.0,72.06
835,2651.0,7.1,7.9,108.0,3.3,0.42,137.0,83.7
836,1461.0,7.1,7.7,111.0,4.4,0.32,468.0,83.7
837,2653.0,7.0,8.0,129.0,3.5,0.49,105.0,83.7
838,2654.0,7.0,8.0,130.0,3.3,0.46,93.0,83.7
839,1092.0,5.7,7.4,2323.0,6.3,1.47,541.0,67.06
840,2670.0,5.9,7.6,462.0,4.9,2.47,63.0,77.36
841,1152.0,7.0,7.7,107.0,3.8,0.4,285.0,83.7
842,2198.0,6.2,7.4,299.0,5.1,0.95,401.0,83.34
843,2671.0,5.9,7.8,33259.0,6.8,1.61,228.0,72.68
844,2672.0,7.2,7.9,77.0,3.2,0.42,282.0,83.7
845,2168.0,3.2,7.4,28018.0,46.0,1.67,1164.0,55.82
846,2676.0,6.8,7.8,350.0,2.6,1.99,72.0,87.66
847,1151.0,6.9,7.5,133.0,3.2,0.55,409.0,83.7
848,1462.0,6.9,7.5,143.0,3.4,0.54,307.0,83.7
849,2685.0,6.1,6.9,609.0,4.2,3.1,135.0,79.68
850,2686.0,6.8,7.4,129.0,3.2,0.86,133.0,83.7
851,2687.0,6.7,7.4,130.0,3.2,0.75,124.0,83.7
852,2688.0,6.6,7.4,130.0,5.0,0.74,158.0,83.7
853,2689.0,6.7,7.5,120.0,3.6,0.73,226.0,83.7
854,2696.0,7.1,7.9,139.0,3.2,0.45,147.0,83.7
855,2199.0,6.0,7.4,13925.0,59.1,3.08,116.0,78.3
856,2701.0,6.7,7.7,274.0,2.3,2.04,88.0,88.02
857,2702.0,6.3,7.9,326.0,2.5,2.32,71.0,87.66
858,2703.0,6.3,7.9,7392.0,2.4,6.41,71.0,87.66
859,2704.0,6.3,7.7,12051.0,4.4,5.37,102.0,82.98
860,2706.0,7.0,8.3,162.0,3.8,0.48,90.0,83.52000000000001
861,2707.0,7.0,8.3,212.0,3.6,0.44,90.0,83.52000000000001
862,2708.0,7.1,8.3,227.0,3.2,0.48,124.0,83.34
863,2709.0,6.8,8.2,314.0,4.3,0.45,69.0,82.98
864,1093.0,6.8,7.8,151.0,3.4,0.5,740.0,77.9
865,1094.0,7.0,7.8,123.0,3.4,0.44,100.0,83.7
866,2162.0,6.9,7.8,139.0,3.3,0.76,169.0,83.7
867,2712.0,6.8,8.2,313.0,4.0,0.49,99.0,82.98
868,2164.0,6.7,7.8,215.0,2.5,0.83,51.0,88.2
869,2713.0,6.7,7.8,204.0,2.5,0.77,68.0,88.2
870,2714.0,6.9,7.7,205.0,2.2,0.93,55.0,88.2
871,1342.0,7.1,6.9,72.0,0.5,0.25,641.0,79.64000000000001
872,1443.0,6.6,6.9,70.0,0.9,0.49,495.0,85.26
873,2297.0,6.9,7.1,52.0,0.8,0.18,520.0,82.94
874,2319.0,7.2,7.0,830.0,0.8,0.16,654.0,82.03999999999999
875,2286.0,6.3,6.9,95.0,1.3,0.99,1325.0,79.46000000000001
876,2331.0,7.2,7.4,164.0,0.9,0.46,2225.0,82.58000000000001
877,2332.0,6.9,7.5,231.0,0.8,0.55,1725.0,82.4
878,1154.0,6.5,6.9,101.0,1.3,0.47,1127.0,79.46000000000001
879,20.0,7.1,7.1,64.0,0.6,0.4,646.0,82.94
880,21.0,7.1,7.1,4600.0,0.6,0.35,538.0,82.03999999999999
881,1572.0,7.5,7.2,52.0,0.6,0.15,900.0,82.94
882,1573.0,2.0,6.8,265.0,2.4,2.3,5425.0,51.0
883,2295.0,5.6,7.0,12769.0,1.2,0.41,1650.0,76.42000000000002
884,1564.0,7.1,7.0,90.0,0.6,0.64,625.0,82.75999999999999
885,2287.0,6.1,7.0,248.0,0.8,0.66,1150.0,82.4
886,1566.0,6.0,7.0,94.0,1.1,0.13,370.0,88.38
887,2293.0,6.5,7.5,76.0,0.8,0.08,585.0,82.75999999999999
888,2337.0,1.5,6.6,192.0,3.6,0.92,2978.0,39.900000000000006
889,2338.0,2.0,6.8,79.0,2.4,0.2,1275.0,51.36
890,42.0,7.2,7.1,52.0,0.6,0.15,687.0,82.94
891,2294.0,4.0,7.5,25964.0,1.1,0.76,1588.0,65.18
892,1571.0,7.2,7.3,54.0,0.9,0.25,610.0,82.94
893,1155.0,0.8,7.1,1239.0,11.9,1.87,11000.0,33.339999999999996
894,2289.0,6.4,6.5,58.0,1.3,0.34,960.0,73.04
895,2301.0,6.3,6.8,77.0,1.2,0.16,208.0,85.08
896,2291.0,5.4,6.6,80.0,1.6,0.27,775.0,67.24000000000001
897,2326.0,5.8,7.8,666.0,1.0,0.24,1650.0,76.42000000000002
898,1569.0,6.6,7.2,12768.0,1.1,0.13,1412.0,82.03999999999999
899,2298.0,7.7,7.2,44.0,1.0,0.28,148.0,88.56
900,1567.0,7.1,7.0,27.0,0.4,0.11,218.0,88.56
901,1568.0,7.3,7.2,59.0,0.6,0.19,465.0,88.56
902,2285.0,7.8,7.1,119.0,0.7,0.87,1725.0,82.75999999999999
903,1340.0,7.3,7.1,54.0,1.3,0.41,913.0,82.94
904,1384.0,7.0,6.6,104.0,1.5,0.49,1000.0,72.86000000000001
905,2307.0,6.0,7.2,92.0,0.7,0.38,1390.0,82.75999999999999
906,1339.0,6.8,6.6,48.0,0.5,0.44,2025.0,73.04
907,2304.0,5.6,7.1,20455.0,0.6,0.58,675.0,76.42000000000002
908,43.0,7.0,7.0,56.0,1.1,0.43,1725.0,82.94
909,2302.0,6.7,6.9,2531.0,0.5,0.22,465.0,84.36
910,1570.0,6.2,7.2,15362.0,0.8,0.39,1303.0,82.03999999999999
911,1563.0,7.3,7.2,62.0,0.8,0.95,985.0,82.94
912,2284.0,7.6,7.2,59.0,0.6,0.65,1163.0,82.94
913,2288.0,6.4,6.8,83.0,0.5,0.42,575.0,79.46000000000001
914,1156.0,7.0,6.6,50.0,0.6,0.75,578.0,73.04
915,1341.0,6.7,6.8,76.0,1.2,1.21,625.0,79.46000000000001
916,1565.0,6.7,6.6,64.0,0.9,1.35,838.0,73.04
917,17.0,5.6,6.9,943.0,1.5,0.4,1925.0,73.12
918,18.0,7.4,7.0,38.0,0.9,0.26,1196.0,82.94
919,1338.0,6.7,6.9,43.0,1.0,0.3,2750.0,79.64000000000001
920,2333.0,7.1,7.3,48.0,1.5,0.36,1775.0,82.94
921,2334.0,6.2,6.8,309.0,1.6,0.39,2725.0,78.74000000000001
922,2335.0,5.2,6.8,61.0,1.8,0.33,2650.0,74.02000000000001
923,2336.0,6.8,6.9,995.0,1.1,0.24,1258.0,78.74000000000001
924,2300.0,6.8,6.9,52.0,0.9,0.45,198.0,85.26
925,2303.0,6.2,6.6,44.0,0.7,0.21,1630.0,73.04
926,2290.0,4.5,6.5,77.0,1.1,0.34,2675.0,61.620000000000005
927,2299.0,4.0,7.0,19279.0,0.9,0.03,233.0,70.8
928,2305.0,7.0,7.4,69.0,1.0,0.12,660.0,82.94
929,2296.0,6.5,6.8,58.0,0.5,0.24,1026.0,79.64000000000001
930,2292.0,4.6,6.9,98.0,0.6,0.11,348.0,73.84
931,2306.0,6.6,7.3,12327.0,0.6,0.71,2210.0,82.03999999999999
932,1442.0,7.1,7.0,51.0,1.0,0.78,1700.0,82.94
933,1448.0,6.2,7.5,371.0,1.1,1.62,528.0,82.03999999999999
934,2352.0,6.2,7.7,316.0,1.3,2.41,312.0,87.66
935,1444.0,7.3,7.1,241.0,2.9,1.17,185.0,88.02
936,2780.0,7.7,7.4,121.0,1.4,0.64,1255.0,82.75999999999999
937,1894.0,6.5,7.3,64.0,1.0,2.6,420.0,88.56
938,1892.0,6.9,7.4,57.0,1.0,1.28,409.0,88.56
939,2423.0,7.5,8.0,211.0,1.9,0.39,6858.0,82.58000000000001
940,2424.0,7.2,8.0,263.0,3.7,0.63,14725.0,66.48
941,2425.0,7.0,7.6,111.0,1.6,0.67,2743.0,82.75999999999999
942,2422.0,7.5,7.9,205.0,1.5,1.0,3542.0,82.58000000000001
943,1642.0,7.1,7.7,283.0,2.3,1.73,6692.0,82.4
944,1643.0,7.4,8.0,263.0,1.7,0.65,6617.0,82.4
945,1455.0,8.1,8.0,300.0,2.3,0.45,4569.0,82.4
946,1456.0,7.8,8.0,13103.0,2.1,0.59,739.0,82.03999999999999
947,2426.0,7.4,8.0,207.0,1.5,0.53,2872.0,82.58000000000001
948,2427.0,7.2,8.0,198.0,1.4,0.57,1850.0,82.58000000000001
949,1685.0,6.5,8.1,729.0,1.0,0.65,468.0,87.66
950,2444.0,3.0,8.1,1086.0,1.8965,0.1,468.0,70.8
951,2442.0,6.9,8.2,10910.0,1.8965,0.02,468.0,87.66
952,2443.0,6.0,8.0,17990.0,1.8965,0.07,468.0,87.66
953,2445.0,4.8,7.7,48500.0,1.8965,0.34,468.0,76.42
954,1450.0,6.3,7.6,830.0,1.8,0.24,2020.0,82.03999999999999
955,1159.0,7.4,7.6,104.0,1.2,0.09,468.0,88.38
956,1885.0,6.9,7.8,440.0,3.4,1.21,468.0,82.98
957,1023.0,5.8,7.2,732.0,8.5,3.83,4838.0,67.06
958,1024.0,5.6,7.4,1322.0,15.3,15.0,41500.0,55.82
959,1295.0,5.4,7.3,809.0,10.0,4.2,8975.0,67.06
960,1473.0,5.7,7.3,1103.0,14.3,13.75,52500.0,55.82
961,1698.0,5.7,7.5,906.0,24.0,14.18,17625.0,55.82
962,1699.0,3.5,7.4,1064.0,20.0,13.2,14500.0,44.58
963,1700.0,3.2,7.6,1197.0,27.3,19.2,40250.0,44.58
964,1701.0,4.7,7.3,1383.0,32.8,16.4,42875.0,50.199999999999996
965,1702.0,4.8,7.4,1063.0,16.0,5.03,8025.0,61.44
966,1703.0,5.3,7.5,1532.0,18.3,15.8,63500.0,55.82
967,1704.0,5.6,7.5,1269.0,34.5,12.15,60000.0,55.82
968,1705.0,5.4,7.4,1194.0,22.0,8.3,35000.0,55.82
969,1025.0,6.1,6.8,780.0,14.7,0.516,468.0,75.0
970,1026.0,6.1,6.8,773.0,14.7,0.516,468.0,75.0
971,1887.0,6.0,7.0,820.0,15.3,0.516,468.0,78.3
972,1718.0,4.8,7.9,650.0,3.2,0.68,62.0,71.74
973,1719.0,5.0,7.3,390.0,2.8,0.14,20.0,82.04
974,1871.0,8.3,7.6,334.0,1.0,0.49,16.0,93.28
975,2624.0,8.2,7.7,316.0,1.2,0.48,20.0,93.28
976,1884.0,3.1,7.8,1261.0,195.4,4.78,468.0,47.400000000000006
977,2625.0,8.3,7.6,304.0,1.2,0.51,20.0,93.28
978,1870.0,5.5,7.6,743.0,7.6,1.02,166.0,72.68
979,2948.0,5.1,7.8,657.0,1.7,0.26,23.0,87.66000000000001
980,2947.0,5.3,7.8,623.0,1.7,0.516,468.0,82.04
981,2869.0,8.7,7.1,252.0,4.9,0.516,10.0,88.96000000000001
982,2875.0,5.1,7.2,17.0,1.0,0.516,10.0,88.56000000000002
983,2868.0,10.0,7.4,157.0,0.6,0.516,5.0,99.44
984,1424.0,5.9,7.0,164.0,1.6,0.516,74.0,82.58000000000001
985,1457.0,6.1,7.3,141.0,1.4,0.516,63.0,88.38
986,1627.0,5.6,7.1,427.0,1.4,0.516,175.0,82.04
987,1628.0,4.7,7.0,527.0,1.9,0.516,42.0,82.04
988,2861.0,5.5,8.6,116.0,4.5,0.516,113.0,74.78
989,2862.0,6.8,6.8,160.0,1.5,0.516,23.0,90.52000000000001
990,2864.0,7.0,7.4,47.0,1.0,0.516,5.0,99.80000000000001
991,2874.0,7.3,7.8,116.0,1.2,0.516,10.0,94.0
992,1458.0,5.5,7.3,179.0,1.2,0.516,75.0,82.58000000000001
993,1624.0,4.7,7.4,220.0,1.6,0.516,140.0,76.96000000000001
994,2863.0,4.9,7.0,180.0,1.2,0.516,10.0,82.58000000000001
995,2873.0,5.8,7.8,367.0,6.2,0.516,95.0,72.68
996,1925.0,5.8,7.4,249.0,1.0,0.516,37.0,88.02000000000001
997,2877.0,6.2,6.9,182.0,2.1,0.516,8.0,90.52000000000001
998,1926.0,5.5,7.7,356.0,1.2,0.516,202.0,82.04
999,2878.0,5.1,6.9,190.0,2.3,0.516,33.0,84.9
1000,2867.0,5.2,7.1,164.0,2.8,0.516,20.0,88.20000000000002
1001,2852.0,4.6,7.0,188.0,2.8,0.516,18.0,82.58000000000001
1002,2879.0,5.6,6.6,165.0,1.9,0.516,23.0,78.30000000000001
1003,1625.0,1.9,6.8,484.0,15.3,0.516,1075.0,41.28
1004,1626.0,2.5,7.1,424.0,16.7,0.516,682.0,44.58
1005,2858.0,5.5,6.9,118.0,2.8,0.516,10.0,85.08000000000001
1006,2859.0,6.0,7.0,100.0,4.2,0.516,10.0,89.32000000000001
1007,2860.0,4.9,6.9,93.0,3.6,0.516,25.0,74.78
1008,2880.0,4.8,7.0,167.1,2.8,0.516,468.0,76.96000000000001
1009,1927.0,5.4,7.2,211.0,1.1,0.516,78.0,82.58000000000001
1010,2853.0,6.0,7.5,231.0,1.1,0.516,10.0,93.64
1011,2854.0,5.6,7.1,319.0,4.4,0.516,15.0,82.98
1012,2856.0,5.7,6.9,261.0,2.3,0.516,53.0,79.10000000000001
1013,2870.0,9.9,7.1,163.0,1.0,0.516,35.0,93.82000000000001
1014,2872.0,6.1,7.6,163.0,4.5,0.516,25.0,89.14000000000001
1015,2855.0,5.1,6.9,170.0,2.5,0.516,10.0,84.9
1016,2876.0,3.8,7.0,192.0,3.0,0.516,23.0,76.96000000000001
1017,1632.0,7.8,7.2,139.0,1.9,0.56,359.0,88.38
1018,1428.0,6.5,3.1,489.0,6.1,0.52,47.0,67.42
1019,1631.0,7.3,7.0,162.0,2.2,0.69,2633.0,82.58000000000001
1020,1633.0,7.8,7.1,136.0,1.9,0.52,409.0,88.38
1021,1427.0,7.7,7.1,205.0,7.0,0.84,461.0,78.84
1022,2050.0,8.1,7.1,267.0,1.0,0.11,12.0,93.64
1023,2051.0,8.0,7.0,278.0,1.1,0.11,18.0,93.64
1024,2052.0,6.9,7.2,268.0,1.1,0.11,37.0,93.64
1025,2053.0,6.8,7.1,286.0,1.3,0.11,29.0,93.64
1026,1403.0,6.6,7.8,149.0,1.8,0.516,340.0,88.38
1027,1404.0,6.3,8.0,164.0,3.4,0.3,528.0,77.9
1028,1726.0,6.6,7.9,196.0,4.4,0.8,648.0,77.9
1029,2459.0,5.6,7.5,15608.0,25.0,18.73,5.0,83.92
1030,2460.0,3.7,7.5,39503.0,13.5,25.71,468.0,60.88000000000001
1031,2461.0,4.7,7.6,46170.0,21.5,19.69,468.0,67.06
1032,2462.0,5.8,7.8,378.0,1.8965,2.61,468.0,82.04
1033,2463.0,6.6,7.7,489.0,1.8965,2.66,350.0,87.66
1034,2464.0,6.6,7.4,492.0,1.8965,3.6,468.0,87.66
1035,2465.0,6.2,7.8,359.0,1.8965,3.67,468.0,87.66
1036,2466.0,5.8,7.7,8757.0,1.8965,10.45,4.0,93.28
1037,1860.0,5.1,8.1,533.0,3.7,0.45,7500.0,71.74000000000001
1038,1861.0,7.1,8.0,555.0,2.0,0.35,15000.0,70.8
1039,1862.0,6.8,8.2,26600.0,3.1,0.62,23000.0,66.12
1040,1865.0,8.1,7.6,938.0,8.6,0.4,108.0,78.3
1041,1148.0,6.2,7.8,7778.0,2.7,0.26,6581.0,82.03999999999999
1042,1434.0,6.7,7.2,1440.0,46.0,0.2,330.0,78.3
1043,1438.0,3.2,7.7,885.0,6.3,0.51,9575.0,55.82
1044,1399.0,6.6,6.5,58.0,1.8,0.87,53.0,78.66000000000001
1045,1475.0,6.6,6.6,145.0,1.5,0.65,98.0,78.48
1046,1400.0,6.3,6.6,55.0,1.8,0.36,140.0,78.66000000000001
1047,1476.0,6.4,6.4,188.0,2.0,0.44,153.0,71.7
1048,1543.0,6.9,6.2,61.0,1.7,1.07,117.0,72.06
1049,1548.0,7.2,6.1,62.0,2.6,0.92,123.0,72.06
1050,2276.0,6.9,6.6,154.0,1.9,0.83,173.0,78.30000000000001
1051,2275.0,7.0,6.3,742.0,1.6,0.42,139.0,71.16
1052,1546.0,7.6,6.2,62.0,1.1,0.38,160.0,72.06
1053,2270.0,7.1,6.2,69.0,1.4,0.56,141.0,72.06
1054,2272.0,6.8,6.0,93.0,1.9,0.75,136.0,71.88
1055,1545.0,7.1,6.2,89.0,1.4,0.68,119.0,71.88
1056,2274.0,6.3,6.2,110.0,1.5,0.59,157.0,71.88
1057,2271.0,6.2,7.0,77.0,1.8,0.46,173.0,88.38
1058,2273.0,6.2,6.8,67.0,1.7,0.61,145.0,85.26
1059,1547.0,6.9,6.5,62.0,1.4,0.6,107.0,78.66000000000001
1060,1544.0,6.7,6.2,62.0,0.9,0.57,187.0,72.06
1061,2651.0,6.8,7.9,119.0,3.5,0.58,517.0,78.08000000000001
1062,1461.0,7.0,7.7,88.0,3.2,0.13,17.0,89.32000000000001
1063,2653.0,6.9,7.3,70.0,3.4,0.19,468.0,83.88000000000001
1064,2654.0,7.4,7.2,77.0,3.0,0.23,468.0,88.38
1065,1092.0,7.0,7.4,3113.0,4.0,2.16,350.0,82.98
1066,2670.0,5.5,8.1,363.0,8.4,2.15,69.0,72.68
1067,1152.0,6.9,7.5,86.0,3.6,0.4,582.0,78.08000000000001
1068,2198.0,6.4,7.4,621.0,37.8,1.79,728.0,72.68
1069,2671.0,5.2,7.9,42354.0,9.5,1.1,253.0,72.68
1070,2672.0,6.9,7.4,73.0,3.5,0.27,659.0,78.26000000000002
1071,2168.0,3.4,7.4,17842.0,31.5,3.32,1767.0,55.82
1072,2676.0,7.4,8.1,254.0,2.2,0.15,75.0,88.02
1073,1151.0,6.7,7.4,125.0,3.7,0.4,820.0,78.08000000000001
1074,1462.0,6.6,7.5,129.0,3.9,0.4,381.0,83.7
1075,2685.0,6.1,7.3,515.0,5.1,2.02,212.0,82.98
1076,2686.0,6.6,7.4,122.0,3.6,0.46,361.0,83.7
1077,2687.0,6.5,7.3,131.0,3.8,0.79,261.0,83.7
1078,2688.0,6.7,7.3,130.0,3.4,0.57,318.0,83.7
1079,2689.0,6.6,7.4,95.0,3.7,0.53,217.0,83.7
1080,2696.0,6.8,7.7,143.0,3.6,0.43,109.0,83.7
1081,2199.0,6.3,7.5,10825.0,2.9,1.93,101.0,87.66
1082,2701.0,7.1,7.4,185.0,2.2,0.63,80.0,88.2
1083,2702.0,6.7,7.5,1439.0,2.5,1.47,113.0,87.66
1084,2703.0,6.6,7.5,185.0,2.4,0.3,113.0,88.2
1085,2704.0,6.7,7.8,3521.0,2.4,1.02,90.0,87.66
1086,2706.0,7.1,7.7,193.0,3.1,0.53,92.0,83.52000000000001
1087,2707.0,7.1,7.9,175.0,3.1,0.47,86.0,83.52000000000001
1088,2708.0,7.1,7.8,174.0,3.3,0.44,83.0,83.52000000000001
1089,2709.0,7.2,7.5,308.0,4.0,0.15,468.0,82.98
1090,1093.0,6.4,7.7,153.0,3.6,0.77,592.0,77.9
1091,1094.0,7.0,7.7,111.0,3.4,0.42,359.0,83.7
1092,2162.0,6.6,7.6,209.0,3.4,0.68,243.0,83.52000000000001
1093,2712.0,7.5,8.2,296.0,3.5,0.14,468.0,83.34
1094,2164.0,6.9,7.5,119.0,2.2,0.42,71.0,88.38
1095,2713.0,6.8,7.7,116.0,2.3,1.33,74.0,88.38
1096,2714.0,7.0,7.7,118.0,2.1,0.5,64.0,88.38
1097,17.0,5.2,6.6,453.0,1.5,0.38,4613.0,66.52000000000001
1098,18.0,7.2,6.8,35.0,1.1,0.24,3483.0,79.64000000000001
1099,20.0,7.0,7.1,62.0,0.5,0.44,617.0,82.94
1100,21.0,7.0,7.1,5228.0,0.6,0.34,455.0,87.66
1101,42.0,7.2,7.0,51.0,0.6,0.26,522.0,82.94
1102,43.0,6.7,6.9,62.0,1.2,0.46,2193.0,79.64000000000001
1103,1154.0,6.5,6.5,118.0,1.1,0.52,3080.0,72.86000000000001
1104,1155.0,0.6,7.0,1787.0,14.1,1.49,17500.0,33.339999999999996
1105,1156.0,6.6,6.8,49.0,0.9,0.56,913.0,79.64000000000001
1106,1207.0,6.8,7.3,67.0,0.6,0.4,935.0,82.94
1107,1208.0,7.3,7.4,104.0,0.6,0.44,430.0,88.38
1108,1338.0,6.5,6.7,39.0,1.2,0.26,4823.0,76.34
1109,1339.0,7.2,6.5,45.0,0.9,0.46,1825.0,73.04
1110,1340.0,7.4,6.9,65.0,0.9,0.56,1455.0,79.64000000000001
1111,1341.0,6.5,6.5,60.0,1.0,1.62,900.0,73.04
1112,1342.0,6.6,6.9,57.0,0.9,0.37,650.0,79.64000000000001
1113,1384.0,7.1,7.0,84.0,1.0,0.66,1485.0,82.75999999999999
1114,1442.0,7.5,6.8,56.0,1.3,0.6,540.0,79.64000000000001
1115,1443.0,5.4,6.7,100.0,0.9,0.42,810.0,70.53999999999999
1116,1563.0,7.0,6.9,66.0,0.7,0.45,900.0,79.64000000000001
1117,1564.0,7.1,6.9,75.0,0.6,0.73,583.0,79.64000000000001
1118,1565.0,6.5,6.7,70.0,0.9,1.25,800.0,76.34
1119,1566.0,6.7,6.6,102.0,0.8,0.12,900.0,72.86000000000001
1120,1567.0,7.1,6.8,27.0,0.6,0.22,198.0,85.26
1121,1568.0,6.9,7.1,46.0,0.5,0.33,373.0,88.56
1122,1569.0,6.7,6.8,8291.0,1.0,0.53,250.0,84.36
1123,1570.0,6.2,7.0,12342.0,1.4,0.27,1600.0,82.03999999999999
1124,1571.0,7.5,7.3,53.0,0.8,0.31,2225.0,82.94
1125,1572.0,7.6,7.3,62.0,1.0,0.63,2180.0,82.94
1126,1573.0,2.2,6.4,625.0,2.3,1.29,6505.0,37.440000000000005
1127,2284.0,7.4,6.7,55.0,0.7,0.51,1088.0,76.34
1128,2285.0,7.0,6.8,103.0,0.7,0.43,640.0,79.46000000000001
1129,2286.0,5.3,6.9,109.0,1.3,0.66,685.0,73.84
1130,2287.0,6.3,7.0,1392.0,0.7,0.85,535.0,82.03999999999999
1131,2288.0,6.7,7.0,71.0,0.5,0.29,433.0,88.56
1132,2289.0,6.0,6.4,57.0,1.4,0.61,303.0,72.06
